Geneid	0_R1	0_R2	0_R3	0_R4	2_R1	2_R2	2_R3	2_R4	5_R1	5_R2	5_R3	5_R4	10_R1	10_R2	10_R3	10_R4	20_R1	20_R2	20_R3	20_R4	30_R1	30_R2	30_R3	30_R4	40_R1	40_R2	40_R3	40_R4	Entity	Symbol
gene-NRS_1646	4574	5165	4690	5407	4415	4524	4462	5743	2449	2703	3595	2799	1225	2594	2326	1819	1196	1506	958	1020	1764	1289	1748	1241	1615	944	881	835	host	gene-NRS_1646
gene-NRS_1297	403	456	382	446	368	280	332	447	269	261	270	283	118	248	254	198	146	132	74	69	192	157	166	104	200	98	87	83	host	gene-NRS_1297
gene-NRS_2588	1382	1658	1545	2088	1369	1402	1555	2180	867	1149	1396	1244	660	1402	1260	1278	752	769	566	536	849	696	831	588	777	562	529	477	host	gene-NRS_2588
gene-NRS_2544	1317	1585	1676	1264	1378	1405	1478	2053	781	1314	1355	1213	572	632	683	650	373	582	314	344	588	495	706	501	554	374	382	312	host	gene-NRS_2544
gene-NRS_1530	48	42	35	28	33	17	33	35	37	29	25	30	19	21	15	8	9	21	9	13	22	16	26	16	22	10	11	12	host	gene-NRS_1530
gene-NRS_1660	10319	8360	7154	9241	10054	5951	5910	8997	5340	3931	4330	3950	1737	3818	5464	3321	2512	2578	1306	1414	3060	2228	2656	1921	3090	1621	1554	1395	host	gene-NRS_1660
gene-CPT_phageK_gp199	117	527	234	204	1302	2081	2285	3607	7906	15576	17028	19409	47882	49138	60816	46155	231216	261179	64790	107587	243663	184456	259253	160064	136686	93911	64565	89524	phage	gene-CPT_phageK_gp199
gene-CPT_phageK_gp133	541	2106	822	715	6406	4736	7616	11631	40074	60341	59363	71614	141547	119432	213388	142116	172091	162809	71611	112835	329958	396109	147449	74141	42660	58134	36222	227307	phage	gene-CPT_phageK_gp133
gene-NRS_73	168	124	149	115	147	64	89	119	110	61	68	76	29	39	112	45	56	60	26	26	89	58	80	55	76	32	41	44	host	gene-NRS_73
gene-NRS_2284	761	816	767	551	700	431	563	715	416	429	476	424	210	135	378	232	191	229	138	148	245	177	311	212	303	183	168	149	host	gene-NRS_2284
gene-NRS_2212	1881	1947	1624	1925	2042	1245	1707	2008	1177	1018	1361	1173	495	1089	1332	944	601	643	439	455	851	636	795	527	763	445	486	431	host	gene-NRS_2212
gene-NRS_2307	717	837	757	933	746	635	730	998	479	553	605	532	242	422	504	442	291	358	200	200	413	300	383	265	464	326	268	224	host	gene-NRS_2307
gene-NRS_1259	4129	2927	2793	2455	3557	2186	2317	3119	2053	1895	1911	1791	923	997	1628	1105	669	991	531	568	990	713	1160	760	1062	590	480	492	host	gene-NRS_1259
gene-NRS_1754	1206	735	753	587	1217	439	548	831	728	456	456	440	241	346	756	479	344	470	312	383	507	392	517	304	554	245	276	290	host	gene-NRS_1754
gene-NRS_729	28093	15502	14058	18419	32506	14511	13991	19773	23301	11460	12923	12341	8003	17348	33281	16207	13378	14561	5566	8001	13498	10770	12504	9613	10902	7126	6085	5261	host	gene-NRS_729
gene-NRS_2353	4605	3084	2883	2744	4946	2171	2513	3275	2940	1855	1826	1659	982	1170	2800	1222	1193	1438	314	535	1633	1055	1607	1162	1369	857	629	489	host	gene-NRS_2353
gene-NRS_1207	822	669	575	526	786	453	428	634	534	388	427	375	192	237	600	285	227	318	149	136	316	208	253	186	293	179	165	150	host	gene-NRS_1207
gene-NRS_2038	1616	1747	1639	1884	1623	1498	1806	1886	884	1509	1282	988	412	704	1009	619	442	570	301	316	585	485	639	418	540	378	315	264	host	gene-NRS_2038
gene-NRS_90	159	177	143	73	184	81	90	145	92	106	89	98	53	29	112	33	28	61	15	32	73	39	54	63	34	26	22	22	host	gene-NRS_90
gene-CPT_phageK_gp001	250	492	456	367	3703	3306	3836	6247	16648	20476	23437	25180	23350	22686	33135	20479	8058	9898	4055	4405	4844	5420	6561	4647	2843	2360	2311	1866	phage	gene-CPT_phageK_gp001
gene-CPT_phageK_gp167	20	124	65	78	498	277	536	838	1816	2136	2268	2549	3314	4974	6837	6690	20429	25675	16464	15847	17528	17179	21882	14635	14002	10119	9538	8347	phage	gene-CPT_phageK_gp167
gene-NRS_23	37859	37799	33022	41023	37415	25499	27459	39991	20942	16838	19943	18999	7764	17816	24860	18997	11740	12341	6326	7438	14664	11409	13573	9719	14906	9589	8393	7347	host	gene-NRS_23
gene-NRS_1094	4376	4428	3902	3959	3928	3510	3719	4812	2470	2701	2771	2662	1108	1509	2295	1383	1183	1302	712	798	1383	1165	1510	1037	1209	861	795	679	host	gene-NRS_1094
gene-NRS_1289	353	150	113	110	303	80	107	136	207	110	93	109	52	68	157	92	74	82	28	28	76	56	95	47	55	42	30	31	host	gene-NRS_1289
gene-NRS_2664	413	307	186	174	277	183	213	271	196	190	167	145	76	53	99	46	44	50	27	18	35	43	49	30	37	25	24	24	host	gene-NRS_2664
gene-NRS_1812	1804	1720	1498	1793	1772	1576	1664	2301	1102	1134	1247	1115	558	733	935	544	412	451	271	325	526	430	477	380	359	275	279	201	host	gene-NRS_1812
gene-CPT_phageK_gp094	105	265	220	169	2127	1642	2170	3881	10496	14152	13274	15694	18299	22796	34430	26598	15990	19515	13736	13900	11123	8602	13183	10083	5798	5075	4350	3757	phage	gene-CPT_phageK_gp094
gene-NRS_2446	799	832	764	917	864	624	698	951	465	452	459	451	201	282	362	389	177	233	135	173	271	209	272	164	275	192	180	139	host	gene-NRS_2446
gene-NRS_2450	2310	2092	1867	2373	2109	1738	1935	2633	1167	1209	1508	1323	597	1092	1213	1184	589	780	378	453	768	623	883	658	812	546	529	424	host	gene-NRS_2450
gene-NRS_129	383	232	226	264	419	188	212	282	234	111	168	149	69	129	279	95	103	114	55	68	109	116	125	95	97	76	57	50	host	gene-NRS_129
gene-NRS_1890	1805	1856	1676	1995	1763	1599	1660	2115	872	1093	1205	992	433	686	850	684	431	539	395	336	707	462	623	449	621	385	387	298	host	gene-NRS_1890
gene-NRS_952	2429	1635	1586	1240	2185	1340	1666	1763	1645	1398	1364	1191	628	716	1573	708	679	757	506	521	734	575	808	545	574	356	428	343	host	gene-NRS_952
gene-NRS_1128	8316	7547	6539	8300	7969	5886	6368	8443	4820	3840	4547	4338	1775	3735	5463	3404	2460	2733	1526	1632	3076	2394	2719	2047	2849	1747	1724	1540	host	gene-NRS_1128
gene-NRS_1474	3919	4453	2961	2999	4116	2390	2678	3599	2468	1794	2092	2936	858	1429	2308	1606	1115	1224	725	741	1486	1120	1384	1077	1549	994	853	762	host	gene-NRS_1474
gene-NRS_378	34604	47932	38564	50558	23745	32281	37234	47180	10823	24994	28487	24886	10700	16011	9778	17483	6587	5923	2837	2941	9816	8164	7308	5030	11662	7311	5027	4763	host	gene-NRS_378
gene-NRS_1865	3143	5198	4977	8484	3458	5122	5083	4926	1938	2971	4525	3684	1233	2045	1553	1228	824	848	1079	795	1351	987	1083	915	1112	1174	760	651	host	gene-NRS_1865
gene-NRS_1148	12216	13302	13854	16282	13115	14451	13099	18926	9598	9580	10994	10028	6397	9449	11356	8767	5931	7503	6931	5941	7469	5764	7468	5262	6500	4102	3902	3797	host	gene-NRS_1148
gene-NRS_1831	1526	1368	1200	1442	1565	957	1121	1488	943	786	931	826	327	704	1131	765	550	656	271	333	872	652	810	557	861	591	522	414	host	gene-NRS_1831
gene-NRS_1160	3400	3619	3191	4346	3258	2904	3024	4206	1890	2056	2295	2046	881	2012	1999	2098	991	1092	815	829	1344	1129	1165	874	1527	865	835	762	host	gene-NRS_1160
gene-NRS_2136	1207	702	758	389	1091	539	568	779	667	12011	492	500	252	205	386	209	186	267	116	166	245	180	305	204	256	139	121	104	host	gene-NRS_2136
gene-NRS_1292	15465	15687	14413	14063	14891	12037	13750	16589	8586	8616	9831	8867	3820	5392	8948	5168	3876	4666	2629	2928	5125	4148	5345	3719	4838	2763	2905	2513	host	gene-NRS_1292
gene-CPT_phageK_gp127	143	439	334	241	1941	1495	2079	3228	6539	10445	10525	13180	18229	19207	25593	21941	16544	22188	21250	17348	15343	12985	22573	14855	17336	11705	15660	12188	phage	gene-CPT_phageK_gp127
gene-NRS_269	247	185	182	201	224	189	165	222	135	137	148	122	64	134	123	82	85	93	42	41	90	73	106	56	80	48	44	36	host	gene-NRS_269
gene-NRS_927	1726	1034	884	680	1674	898	998	1275	1294	969	809	827	468	421	917	297	517	503	380	323	467	367	583	417	386	212	207	207	host	gene-NRS_927
gene-NRS_1232	194	127	96	73	223	115	143	127	135	113	118	83	34	46	84	33	40	40	19	36	63	37	63	40	28	7	23	9	host	gene-NRS_1232
gene-CPT_phageK_gp219	144	367	297	225	2620	2790	3175	4583	11886	16701	18502	19304	19264	17017	27339	22102	6561	9110	3119	3652	4351	5869	6330	4058	2924	2528	2439	2039	phage	gene-CPT_phageK_gp219
gene-NRS_480	52296	18118	15831	19019	21999	16173	16051	21825	14371	11724	13611	34149	5896	10941	16067	11853	7234	8131	5646	5706	9035	6984	8580	5940	9015	5418	5335	6146	host	gene-NRS_480
gene-NRS_625	712	841	745	765	738	506	546	875	439	397	443	375	233	386	750	403	414	410	197	300	588	417	465	401	631	324	312	301	host	gene-NRS_625
gene-NRS_1971	4982	6105	6198	7025	5096	4835	23280	7059	3189	3691	5071	3698	2603	5244	5406	5781	2784	4246	3514	2993	3508	4164	5354	3318	3354	3115	3379	2630	host	gene-NRS_1971
gene-NRS_1014	4147	3998	4299	5557	4944	4012	4126	5818	3063	2634	3080	2999	1522	3570	4616	2585	2473	2599	1960	1936	2940	2063	2646	2041	2218	1491	1450	1268	host	gene-NRS_1014
gene-NRS_602	786	675	628	702	785	418	472	725	471	341	457	373	164	353	545	421	251	314	162	200	360	199	295	254	307	167	177	203	host	gene-NRS_602
gene-NRS_2005	1065	1521	1377	1422	822	1025	1188	1481	480	877	936	817	417	599	504	567	283	442	218	222	371	410	610	331	373	300	319	253	host	gene-NRS_2005
gene-NRS_1668	4043	2766	2574	2400	3453	2205	2375	3139	2154	1764	1966	1701	807	1005	2106	1192	889	1167	715	732	1278	944	1338	936	1292	703	691	586	host	gene-NRS_1668
gene-NRS_2407	267	255	265	230	213	208	199	252	123	157	147	114	66	84	158	115	76	65	35	52	98	68	93	66	63	42	53	43	host	gene-NRS_2407
gene-NRS_2566	1812	2360	2177	2259	1733	1820	1875	2479	1085	1157	1171	1116	420	467	892	455	470	468	176	240	591	410	622	449	651	407	265	212	host	gene-NRS_2566
gene-NRS_1817	8109	7294	6575	6116	8223	4784	5929	8094	5741	4629	5068	5034	2599	3474	6536	3657	2845	3022	1712	2064	3582	2462	3377	2451	3133	1643	1674	1549	host	gene-NRS_1817
gene-NRS_1195	10788	9811	9781	9173	9660	7536	8061	10777	5643	5769	6018	5496	2295	3167	5594	3214	2564	2763	1310	1610	3339	2456	3246	2410	3884	1903	1697	1590	host	gene-NRS_1195
gene-NRS_2621	4898	4457	3881	4265	4322	2472	3108	4267	2687	1903	2172	2002	834	1459	3070	1772	1537	1527	796	849	2046	1420	1779	1312	2303	1236	1152	1036	host	gene-NRS_2621
gene-NRS_1555	13179	11927	10270	10995	11873	8737	8937	12215	7225	6218	6731	6435	2684	4440	7159	4889	3279	3212	1819	1990	3862	2946	3534	2701	4107	2252	2023	1954	host	gene-NRS_1555
gene-NRS_2044	1000	689	585	779	1079	365	561	824	774	518	517	503	330	624	1065	739	531	671	297	386	504	592	698	467	552	369	412	298	host	gene-NRS_2044
gene-NRS_1269	39920	38228	31713	41460	41783	32004	33804	45960	25752	22353	25844	22872	10575	22360	29375	22354	14275	15996	9931	10500	16923	14116	16617	12137	14875	10112	9643	8563	host	gene-NRS_1269
gene-NRS_1550	8802	11184	10625	9952	8022	7024	8537	10975	4192	5715	6238	5525	2327	2634	3987	2984	2010	2350	1491	1588	2809	1960	2909	2124	3085	1836	1700	1507	host	gene-NRS_1550
gene-NRS_1652	5905	5729	5502	5193	6117	4479	4820	6572	3545	3485	3596	3204	1451	2029	3177	1851	1425	1863	1167	1146	2042	1450	2120	1567	1762	1052	1047	877	host	gene-NRS_1652
gene-NRS_1927	1494	1560	1384	1486	1409	1209	1274	1612	725	784	900	778	332	691	849	651	413	510	221	266	555	434	579	375	573	306	318	259	host	gene-NRS_1927
gene-NRS_1451	49	29	29	28	26	28	17	33	19	25	19	23	16	19	22	15	14	12	6	9	11	12	17	6	18	6	12	9	host	gene-NRS_1451
gene-NRS_2631	1141	1097	1036	1378	1290	972	1058	1383	1064	841	929	822	609	947	1497	673	836	842	327	392	960	683	912	669	795	563	519	422	host	gene-NRS_2631
gene-NRS_448	1195	695	594	677	3732	449	506	777	823	374	348	356	10840	439	767	294	331	363	165	198	420	344	355	317	390	187	187	180	host	gene-NRS_448
gene-NRS_1644	6676	6817	5937	8584	6629	5454	5474	8018	3962	3555	4249	3609	1561	4177	4322	3707	2343	2482	1790	1602	3249	2142	2572	1910	3357	1676	1727	1650	host	gene-NRS_1644
gene-NRS_2226	197797	277227	240355	271358	143957	192235	197986	286470	57234	116827	124802	127294	42776	67130	55004	83379	38007	34421	18944	20311	55161	43749	44904	33085	78759	44851	33437	31088	host	gene-NRS_2226
gene-NRS_2194	363	233	259	131	316	132	149	242	217	186	159	139	86	122	178	85	70	70	21	43	82	66	99	67	92	32	41	30	host	gene-NRS_2194
gene-NRS_1727	10666	7127	6733	7482	11524	5717	6178	8903	7361	6115	4656	4529	2259	4360	7583	4540	3122	3389	2102	2335	3550	2666	3333	2508	3606	1904	2042	1774	host	gene-NRS_1727
gene-NRS_1796	52	42	31	19	29	13	21	31	31	21	23	22	16	4	33	21	8	27	4	13	16	9	29	25	27	9	8	5	host	gene-NRS_1796
gene-NRS_213	316	317	208	238	321	137	187	231	183	118	118	121	47	121	198	110	77	118	42	56	151	110	148	120	125	82	86	62	host	gene-NRS_213
gene-NRS_248	104	101	98	102	118	56	84	101	80	52	71	53	22	53	81	68	32	57	23	27	53	46	60	41	70	52	27	41	host	gene-NRS_248
gene-NRS_2400	7283	6468	5961	5646	7069	6209	6143	7204	4207	4521	4704	6816	2172	2431	3305	1977	1591	1877	1329	1196	2131	1503	2033	1561	1847	1018	1018	884	host	gene-NRS_2400
gene-NRS_1985	519	536	469	387	367	2158	444	507	318	379	466	357	3274	242	300	308	170	209	154	161	222	277	346	224	205	270	220	171	host	gene-NRS_1985
gene-NRS_924	4750	3920	3105	3042	5089	2494	3314	3948	3029	2095	2241	2026	1098	1482	3129	1670	1258	1498	700	900	1634	1199	1727	1227	1485	974	930	749	host	gene-NRS_924
gene-CPT_phageK_gp197	727	2162	1549	1281	12360	10488	14341	23166	67255	90793	90978	111271	207741	212639	303761	225787	160213	204192	103108	110767	234790	91318	133520	90967	48898	36326	36950	35087	phage	gene-CPT_phageK_gp197
gene-NRS_2554	640	453	397	528	633	354	405	515	422	317	373	297	155	328	595	345	266	233	95	102	238	221	286	153	192	113	125	114	host	gene-NRS_2554
gene-NRS_1573	23806	24537	27621	18728	17912	29388	24639	30730	13107	24920	23275	22782	12771	4079	6211	3702	2927	3951	2269	2301	4655	3234	5015	3550	3634	2760	1901	1894	host	gene-NRS_1573
gene-NRS_1838	2036	2329	2045	2466	1969	1805	1951	2537	1201	1232	1591	1286	527	975	1254	1015	710	718	447	426	892	683	794	585	886	565	497	480	host	gene-NRS_1838
gene-NRS_2143	1422	1629	1346	1430	1462	1031	1346	1568	958	838	868	737	378	636	1102	771	589	567	263	321	786	571	722	492	809	498	448	367	host	gene-NRS_2143
gene-NRS_2398	17251	12140	10949	13109	18992	10103	10040	13649	13611	7359	8279	7619	3869	9069	18236	8659	8492	7669	2943	4195	10117	7419	8595	6769	9708	6077	5057	4454	host	gene-NRS_2398
gene-NRS_961	4059	2926	3365	2372	4404	2717	2789	3441	2359	2390	2415	2092	1053	1001	1590	706	553	870	731	733	738	519	948	668	571	327	364	331	host	gene-NRS_961
gene-NRS_2604	51966	60273	53830	69111	40603	44946	45796	63637	20248	29950	34137	34926	14253	29336	22381	36530	11253	13907	12020	12048	15230	15972	15533	11636	22122	20409	13842	12684	host	gene-NRS_2604
gene-NRS_2652	89	216	150	161	133	104	142	184	82	153	121	108	67	108	103	107	60	79	27	48	71	73	91	68	47	59	40	33	host	gene-NRS_2652
gene-NRS_2288	2247	1371	1458	1537	2786	1023	1095	1382	1401	700	686	718	374	590	1567	597	630	664	205	275	761	443	705	545	741	455	287	291	host	gene-NRS_2288
gene-NRS_897	22	74	42	64	51	63	36	42	48	25	29	31	31	37	59	32	23	52	11	20	32	39	42	32	53	26	32	20	host	gene-NRS_897
gene-NRS_1603	45623	20951	19728	23335	20880	16836	18031	25330	12416	12069	13468	29195	4928	9304	12923	10385	6845	7075	4615	4760	8814	15826	8228	5974	9531	5764	5209	4768	host	gene-NRS_1603
gene-NRS_1875	8834	2805	2467	2510	4147	2190	2446	3328	2684	1836	1892	1748	888	1349	3228	1596	1497	1525	876	1020	1674	1273	1522	1134	1673	879	918	788	host	gene-NRS_1875
gene-NRS_1586	4449	4404	4081	4480	4334	3743	3671	5030	2485	2494	3014	2414	1148	2207	2706	2347	1337	1580	689	850	1737	1439	1829	1338	1743	964	963	832	host	gene-NRS_1586
gene-CPT_phageK_gp060	225	269	387	265	3406	3106	3409	5130	11653	15151	14952	15877	9163	8179	11778	6377	2866	4025	2573	2428	2210	2286	3353	2323	1470	1008	1272	1077	phage	gene-CPT_phageK_gp060
gene-NRS_2126	13232	10810	10378	13121	15483	10084	10065	14253	9268	5642	6986	5938	3139	7317	11512	5339	5693	5949	3119	3686	6899	4962	6643	4873	5569	3938	3437	2963	host	gene-NRS_2126
gene-NRS_2503	275	313	292	316	272	232	266	320	179	182	246	208	90	183	217	144	105	127	79	70	137	110	112	88	100	72	91	73	host	gene-NRS_2503
gene-NRS_2249	23530	20655	18193	21764	23141	13897	15568	22435	14682	10496	12339	11053	4723	9117	17037	12121	8049	8077	3982	4904	9743	7450	8742	6260	9394	5912	5084	4679	host	gene-NRS_2249
gene-NRS_2341	1604	1795	2166	1488	1510	1357	1409	1976	831	3917	1227	1133	712	724	1058	736	595	771	373	527	875	569	984	705	876	540	454	408	host	gene-NRS_2341
gene-NRS_947	1915	1338	1204	1240	2100	1032	1140	1541	1238	830	923	783	393	644	1080	598	540	615	230	316	671	505	587	441	536	297	300	289	host	gene-NRS_947
gene-NRS_55	2894	2753	2402	2066	2975	1891	2313	2845	1854	1471	1615	1487	1013	880	1326	834	670	770	464	455	973	642	949	660	871	430	475	437	host	gene-NRS_55
gene-NRS_1328	5973	6383	5017	5945	6082	3766	4391	5804	3528	2746	2945	2940	1326	2451	4180	3090	1898	1972	822	1134	2281	1888	2287	1613	2796	1765	1458	1239	host	gene-NRS_1328
gene-NRS_1424	59	46	50	60	71	48	50	61	52	38	43	23	17	39	33	35	19	25	13	8	27	28	25	16	21	18	12	7	host	gene-NRS_1424
gene-NRS_567	4258	2866	2265	1970	3513	1869	2331	2694	2610	2000	1936	1852	974	1034	2259	1366	987	935	512	500	1004	1026	1063	706	946	602	632	534	host	gene-NRS_567
gene-NRS_754	33606	37384	29497	33922	35010	24445	27298	37534	22022	18608	21623	19905	9127	16719	26583	17717	13100	14348	6405	7919	15897	12334	15054	11357	15368	10609	8726	7583	host	gene-NRS_754
gene-NRS_1444	50	58	38	27	58	29	28	59	26	44	10	25	12	9	26	16	17	17	6	7	28	30	28	19	26	29	23	13	host	gene-NRS_1444
gene-NRS_1643	13942	13816	11691	17295	13035	10862	11005	15913	7832	7302	8513	7259	3180	8479	9010	7255	4737	4794	2645	2794	6115	4553	5220	3794	6552	3467	3218	2877	host	gene-NRS_1643
gene-NRS_2561	420	289	297	149	307	236	259	309	207	273	196	202	89	34	93	37	52	52	33	32	80	58	53	71	45	30	27	33	host	gene-NRS_2561
gene-NRS_578	1283	1296	1254	1729	1458	1192	1128	1525	764	683	818	623	347	749	830	553	364	446	122	154	524	408	460	394	521	318	253	236	host	gene-NRS_578
gene-NRS_1593	1471	1404	955	1181	1835	689	862	1235	852	574	614	636	284	626	853	810	403	487	206	253	401	401	495	316	426	262	264	236	host	gene-NRS_1593
gene-NRS_846	2953	3012	2679	2883	2846	2137	2403	3189	1801	1644	1952	1781	847	1578	2197	1445	1055	1085	452	610	1215	1062	1313	883	1203	674	720	559	host	gene-NRS_846
gene-NRS_1765	755	696	594	1051	807	644	673	808	536	423	527	427	216	550	549	441	328	362	227	239	330	299	371	272	291	213	191	170	host	gene-NRS_1765
gene-CPT_phageK_gp039	1978	2060	2523	1542	9508	6551	7439	10354	9483	10946	9908	9577	5566	3626	9168	3805	3435	4945	1274	2328	3532	2864	5070	3723	2676	1875	1501	1306	phage	gene-CPT_phageK_gp039
gene-NRS_795	22693	21882	24402	14369	18355	22609	20765	28309	13663	20531	18072	22387	12015	3312	7049	3287	2619	3438	2600	2446	3918	2697	4096	2966	3770	2106	2007	1772	host	gene-NRS_795
gene-CPT_phageK_gp168	56	249	116	131	975	541	915	1595	3198	3437	3752	3925	4896	7376	11194	10469	27107	33946	28551	26134	21184	19884	25951	17334	17661	12688	12893	10947	phage	gene-CPT_phageK_gp168
gene-NRS_1418	73	54	68	69	64	41	66	68	66	49	62	43	37	33	43	24	41	33	12	20	52	19	65	33	29	24	19	16	host	gene-NRS_1418
gene-NRS_2549	308	316	259	318	335	225	232	364	225	246	236	189	121	288	344	235	239	275	48	107	295	201	298	188	235	169	122	122	host	gene-NRS_2549
gene-NRS_191	7372	7797	6071	7091	6916	4502	5110	7342	4589	3730	4104	3740	1629	3085	5668	3193	3100	2653	1355	1623	3850	2663	3248	2531	3834	2502	2100	1815	host	gene-NRS_191
gene-NRS_956	78	81	80	58	83	52	42	61	42	39	47	49	29	27	45	27	20	28	2	14	38	22	25	19	27	11	16	17	host	gene-NRS_956
gene-NRS_1506	144	130	389	89	115	62	85	125	77	103	103	97	34	44	63	52	44	53	23	26	69	41	62	58	46	35	27	21	host	gene-NRS_1506
gene-NRS_2681	86	79	75	75	53	48	53	107	50	48	47	55	20	21	35	38	21	29	6	8	34	29	34	22	24	17	14	10	host	gene-NRS_2681
gene-NRS_1653	2506	2692	2294	2072	2540	2064	2400	2860	1583	1746	2058	1661	702	1036	1334	894	581	745	504	472	875	664	966	615	661	450	488	433	host	gene-NRS_1653
gene-NRS_326	155	144	77	111	153	68	129	139	124	68	94	74	35	44	78	46	32	39	18	12	41	24	45	31	49	18	36	14	host	gene-NRS_326
gene-NRS_71	1245	1169	1049	1395	1337	867	893	1299	940	636	743	649	314	719	1266	734	659	580	380	441	690	503	651	519	643	429	410	359	host	gene-NRS_71
gene-NRS_1274	22785	25635	24007	26928	21394	18998	19910	29116	12089	13409	14835	13501	5590	10384	13112	11756	6543	7942	5170	5522	8787	7196	9361	6417	10436	5803	5768	5234	host	gene-NRS_1274
gene-NRS_1543	2923	3502	3372	3806	2871	2783	2906	3970	1575	1840	2236	2065	950	1909	1769	1650	878	1109	837	940	1396	1182	1418	1129	1550	933	880	868	host	gene-NRS_1543
gene-NRS_1187	2134	2440	2197	2137	1693	1834	2119	2482	1062	1529	1634	1407	626	718	920	645	401	525	171	242	539	457	616	401	501	320	279	228	host	gene-NRS_1187
gene-NRS_376	91894	135187	122694	163660	71740	112028	113242	154410	32825	72498	84237	75373	28296	45525	32026	43489	24259	21839	19699	17553	35860	26171	28044	22010	44045	26351	22452	21621	host	gene-NRS_376
gene-CPT_phageK_gt003	50	439	106	75	282	171	333	506	954	1225	1388	1797	2991	2225	3949	2377	7961	6713	4303	5499	6676	5607	6274	9201	5309	6462	4193	7693	phage	tRNA-Phe
gene-NRS_533	5376	6111	5164	4511	4658	4307	4911	6186	2597	3808	3968	3612	1600	1442	2168	1311	974	1171	790	824	1197	1046	1325	1032	1031	704	670	630	host	gene-NRS_533
gene-NRS_687	3811	3923	3440	4214	3660	2247	2813	4147	2349	1932	2337	2191	991	2037	3226	2312	1620	1657	941	1160	2103	1492	1900	1365	2296	1295	1237	1111	host	gene-NRS_687
gene-NRS_2285	18666	30797	28090	38368	16690	33226	34313	44482	8780	22749	29399	22305	10736	19681	11136	16992	8487	12942	3156	5815	14307	12995	18422	12998	14291	13697	8382	7240	host	gene-NRS_2285
gene-NRS_2150	859	888	567	3372	998	421	50460	754	493	450	57687	459	170	111	411	143	213	194	42	99	245	154	272	251	181	124	117	87	host	gene-NRS_2150
gene-NRS_2617	13732	12598	11248	13138	11114	8093	8572	12278	6759	5970	6559	5985	2640	4877	6848	5256	3297	3597	1967	2268	4617	3298	3959	2961	4395	2680	2403	2073	host	gene-NRS_2617
gene-NRS_1016	144116	154182	128244	180517	136452	127851	125232	175437	75401	76875	92207	80167	34804	89410	86714	94747	44655	49719	23574	29167	61223	49874	53336	38406	67858	45600	34262	30548	host	gene-NRS_1016
